x1;y1;z1;x2;y2;z2;s;t
0;20;20;10;20;20;41;42
0;20;20;0;30;20;41;45
0;20;20;10;30;20;41;46
0;20;20;0;10;30;41;53
0;20;20;10;10;30;41;54
0;20;20;0;20;30;41;57
0;20;20;10;20;30;41;58
0;20;20;0;30;30;41;61
0;20;20;10;30;30;41;62
10;20;20;20;20;20;42;43
10;20;20;0;30;20;42;45
10;20;20;10;30;20;42;46
10;20;20;20;30;20;42;47
10;20;20;0;10;30;42;53
10;20;20;10;10;30;42;54
10;20;20;20;10;30;42;55
10;20;20;0;20;30;42;57
10;20;20;10;20;30;42;58
10;20;20;20;20;30;42;59
10;20;20;0;30;30;42;61
10;20;20;10;30;30;42;62
10;20;20;20;30;30;42;63
20;20;20;30;20;20;43;44
20;20;20;10;30;20;43;46
20;20;20;20;30;20;43;47
20;20;20;30;30;20;43;48
20;20;20;10;10;30;43;54
20;20;20;20;10;30;43;55
20;20;20;30;10;30;43;56
20;20;20;10;20;30;43;58
20;20;20;20;20;30;43;59
20;20;20;30;20;30;43;60
20;20;20;10;30;30;43;62
20;20;20;20;30;30;43;63
20;20;20;30;30;30;43;64
30;20;20;20;30;20;44;47
30;20;20;30;30;20;44;48
30;20;20;20;10;30;44;55
30;20;20;30;10;30;44;56
30;20;20;20;20;30;44;59
30;20;20;30;20;30;44;60
30;20;20;20;30;30;44;63
30;20;20;30;30;30;44;64
0;30;20;10;30;20;45;46
0;30;20;0;20;30;45;57
0;30;20;10;20;30;45;58
0;30;20;0;30;30;45;61
0;30;20;10;30;30;45;62
10;30;20;20;30;20;46;47
10;30;20;0;20;30;46;57
10;30;20;10;20;30;46;58
10;30;20;20;20;30;46;59
10;30;20;0;30;30;46;61
10;30;20;10;30;30;46;62
10;30;20;20;30;30;46;63
20;30;20;30;30;20;47;48
20;30;20;10;20;30;47;58
20;30;20;20;20;30;47;59
20;30;20;30;20;30;47;60
20;30;20;10;30;30;47;62
20;30;20;20;30;30;47;63
20;30;20;30;30;30;47;64
30;30;20;20;20;30;48;59
30;30;20;30;20;30;48;60
30;30;20;20;30;30;48;63
30;30;20;30;30;30;48;64
0;0;30;10;0;30;49;50
0;0;30;0;10;30;49;53
0;0;30;10;10;30;49;54
10;0;30;20;0;30;50;51
10;0;30;0;10;30;50;53
10;0;30;10;10;30;50;54
10;0;30;20;10;30;50;55
20;0;30;30;0;30;51;52
20;0;30;10;10;30;51;54
20;0;30;20;10;30;51;55
20;0;30;30;10;30;51;56
30;0;30;20;10;30;52;55
30;0;30;30;10;30;52;56
0;10;30;10;10;30;53;54
0;10;30;0;20;30;53;57
0;10;30;10;20;30;53;58
10;10;30;20;10;30;54;55
10;10;30;0;20;30;54;57
10;10;30;10;20;30;54;58
10;10;30;20;20;30;54;59
20;10;30;30;10;30;55;56
20;10;30;10;20;30;55;58
20;10;30;20;20;30;55;59
20;10;30;30;20;30;55;60
30;10;30;20;20;30;56;59
30;10;30;30;20;30;56;60
0;20;30;10;20;30;57;58
0;20;30;0;30;30;57;61
0;20;30;10;30;30;57;62
10;20;30;20;20;30;58;59
10;20;30;0;30;30;58;61
10;20;30;10;30;30;58;62
10;20;30;20;30;30;58;63
20;20;30;30;20;30;59;60
20;20;30;10;30;30;59;62
20;20;30;20;30;30;59;63
20;20;30;30;30;30;59;64
30;20;30;20;30;30;60;63
30;20;30;30;30;30;60;64
0;30;30;10;30;30;61;62
10;30;30;20;30;30;62;63
20;30;30;30;30;30;63;64
