x1;y1;z1;x2;y2;z2;s;t
10;0;10;10;10;10;3,000000;18;22
10;0;10;20;10;10;3,000000;18;23
10;0;10;0;0;20;3,000000;18;33
10;0;10;10;0;20;3,000000;18;34
10;0;10;20;0;20;3,000000;18;35
10;0;10;0;10;20;3,000000;18;37
10;0;10;10;10;20;3,000000;18;38
10;0;10;20;10;20;3,000000;18;39
20;0;10;30;0;10;3,000000;19;20
20;0;10;10;10;10;3,000000;19;22
20;0;10;20;10;10;3,000000;19;23
20;0;10;30;10;10;3,000000;19;24
20;0;10;10;0;20;3,000000;19;34
20;0;10;20;0;20;3,000000;19;35
20;0;10;30;0;20;3,000000;19;36
20;0;10;10;10;20;3,000000;19;38
20;0;10;20;10;20;3,000000;19;39
20;0;10;30;10;20;3,000000;19;40
30;0;10;20;10;10;3,000000;20;23
30;0;10;30;10;10;3,000000;20;24
30;0;10;20;0;20;3,000000;20;35
30;0;10;30;0;20;3,000000;20;36
30;0;10;20;10;20;3,000000;20;39
30;0;10;30;10;20;3,000000;20;40
0;10;10;10;10;10;3,000000;21;22
0;10;10;0;20;10;3,000000;21;25
0;10;10;10;20;10;3,000000;21;26
0;10;10;0;0;20;3,000000;21;33
0;10;10;10;0;20;3,000000;21;34
0;10;10;0;10;20;3,000000;21;37
0;10;10;10;10;20;3,000000;21;38
0;10;10;0;20;20;3,000000;21;41
0;10;10;10;20;20;3,000000;21;42
10;10;10;20;10;10;3,000000;22;23
10;10;10;0;20;10;3,000000;22;25
10;10;10;10;20;10;3,000000;22;26
10;10;10;20;20;10;3,000000;22;27
10;10;10;0;0;20;3,000000;22;33
10;10;10;10;0;20;3,000000;22;34
10;10;10;20;0;20;3,000000;22;35
10;10;10;0;10;20;3,000000;22;37
10;10;10;10;10;20;3,000000;22;38
10;10;10;20;10;20;3,000000;22;39
10;10;10;0;20;20;3,000000;22;41
10;10;10;10;20;20;3,000000;22;42
10;10;10;20;20;20;3,000000;22;43
20;10;10;30;10;10;3,000000;23;24
20;10;10;10;20;10;3,000000;23;26
20;10;10;20;20;10;3,000000;23;27
20;10;10;30;20;10;3,000000;23;28
20;10;10;10;0;20;3,000000;23;34
20;10;10;20;0;20;3,000000;23;35
20;10;10;30;0;20;3,000000;23;36
20;10;10;10;10;20;3,000000;23;38
20;10;10;20;10;20;3,000000;23;39
20;10;10;30;10;20;3,000000;23;40
20;10;10;10;20;20;3,000000;23;42
20;10;10;20;20;20;3,000000;23;43
20;10;10;30;20;20;3,000000;23;44
30;10;10;20;20;10;3,000000;24;27
30;10;10;30;20;10;3,000000;24;28
30;10;10;20;0;20;3,000000;24;35
30;10;10;30;0;20;3,000000;24;36
30;10;10;20;10;20;3,000000;24;39
30;10;10;30;10;20;3,000000;24;40
30;10;10;20;20;20;3,000000;24;43
30;10;10;30;20;20;3,000000;24;44
0;20;10;10;20;10;3,000000;25;26
0;20;10;0;30;10;3,000000;25;29
0;20;10;10;30;10;3,000000;25;30
0;20;10;0;10;20;3,000000;25;37
0;20;10;10;10;20;3,000000;25;38
0;20;10;0;20;20;3,000000;25;41
0;20;10;10;20;20;3,000000;25;42
0;20;10;0;30;20;3,000000;25;45
0;20;10;10;30;20;3,000000;25;46
10;20;10;20;20;10;3,000000;26;27
10;20;10;0;30;10;3,000000;26;29
10;20;10;10;30;10;3,000000;26;30
10;20;10;20;30;10;3,000000;26;31
10;20;10;0;10;20;3,000000;26;37
10;20;10;10;10;20;3,000000;26;38
10;20;10;20;10;20;3,000000;26;39
10;20;10;0;20;20;3,000000;26;41
10;20;10;10;20;20;3,000000;26;42
10;20;10;20;20;20;3,000000;26;43
10;20;10;0;30;20;3,000000;26;45
10;20;10;10;30;20;3,000000;26;46
10;20;10;20;30;20;3,000000;26;47
20;20;10;30;20;10;3,000000;27;28
20;20;10;10;30;10;3,000000;27;30
20;20;10;20;30;10;3,000000;27;31
20;20;10;30;30;10;3,000000;27;32
20;20;10;10;10;20;3,000000;27;38
20;20;10;20;10;20;3,000000;27;39
20;20;10;30;10;20;3,000000;27;40
20;20;10;10;20;20;3,000000;27;42
20;20;10;20;20;20;3,000000;27;43
20;20;10;30;20;20;3,000000;27;44
20;20;10;10;30;20;3,000000;27;46
20;20;10;20;30;20;3,000000;27;47
20;20;10;30;30;20;3,000000;27;48
30;20;10;20;30;10;3,000000;28;31
30;20;10;30;30;10;3,000000;28;32
30;20;10;20;10;20;3,000000;28;39
30;20;10;30;10;20;3,000000;28;40
30;20;10;20;20;20;3,000000;28;43
30;20;10;30;20;20;3,000000;28;44
30;20;10;20;30;20;3,000000;28;47
30;20;10;30;30;20;3,000000;28;48
0;30;10;10;30;10;3,000000;29;30
0;30;10;0;20;20;3,000000;29;41
0;30;10;10;20;20;3,000000;29;42
0;30;10;0;30;20;3,000000;29;45
0;30;10;10;30;20;3,000000;29;46
10;30;10;20;30;10;3,000000;30;31
10;30;10;0;20;20;3,000000;30;41
10;30;10;10;20;20;3,000000;30;42
10;30;10;20;20;20;3,000000;30;43
10;30;10;0;30;20;3,000000;30;45
10;30;10;10;30;20;3,000000;30;46
10;30;10;20;30;20;3,000000;30;47
20;30;10;30;30;10;3,000000;31;32
20;30;10;10;20;20;3,000000;31;42
20;30;10;20;20;20;3,000000;31;43
20;30;10;30;20;20;3,000000;31;44
20;30;10;10;30;20;3,000000;31;46
20;30;10;20;30;20;3,000000;31;47
20;30;10;30;30;20;3,000000;31;48
30;30;10;20;20;20;3,000000;32;43
30;30;10;30;20;20;3,000000;32;44
30;30;10;20;30;20;3,000000;32;47
30;30;10;30;30;20;3,000000;32;48
0;0;20;10;0;20;3,000000;33;34
0;0;20;0;10;20;3,000000;33;37
0;0;20;10;10;20;3,000000;33;38
0;0;20;0;0;30;3,000000;33;49
0;0;20;10;0;30;3,000000;33;50
0;0;20;0;10;30;3,000000;33;53
0;0;20;10;10;30;3,000000;33;54
10;0;20;20;0;20;3,000000;34;35
10;0;20;0;10;20;3,000000;34;37
10;0;20;10;10;20;3,000000;34;38
10;0;20;20;10;20;3,000000;34;39
10;0;20;0;0;30;3,000000;34;49
10;0;20;10;0;30;3,000000;34;50
10;0;20;20;0;30;3,000000;34;51
10;0;20;0;10;30;3,000000;34;53
10;0;20;10;10;30;3,000000;34;54
10;0;20;20;10;30;3,000000;34;55
20;0;20;30;0;20;3,000000;35;36
20;0;20;10;10;20;3,000000;35;38
20;0;20;20;10;20;3,000000;35;39
20;0;20;30;10;20;3,000000;35;40
20;0;20;10;0;30;3,000000;35;50
20;0;20;20;0;30;3,000000;35;51
20;0;20;30;0;30;3,000000;35;52
20;0;20;10;10;30;3,000000;35;54
20;0;20;20;10;30;3,000000;35;55
20;0;20;30;10;30;3,000000;35;56
30;0;20;20;10;20;3,000000;36;39
30;0;20;30;10;20;3,000000;36;40
30;0;20;20;0;30;3,000000;36;51
30;0;20;30;0;30;3,000000;36;52
30;0;20;20;10;30;3,000000;36;55
30;0;20;30;10;30;3,000000;36;56
0;10;20;10;10;20;3,000000;37;38
0;10;20;0;20;20;3,000000;37;41
0;10;20;10;20;20;3,000000;37;42
0;10;20;0;0;30;3,000000;37;49
0;10;20;10;0;30;3,000000;37;50
0;10;20;0;10;30;3,000000;37;53
0;10;20;10;10;30;3,000000;37;54
0;10;20;0;20;30;3,000000;37;57
0;10;20;10;20;30;3,000000;37;58
10;10;20;20;10;20;3,000000;38;39
10;10;20;0;20;20;3,000000;38;41
10;10;20;10;20;20;3,000000;38;42
10;10;20;20;20;20;3,000000;38;43
10;10;20;0;0;30;3,000000;38;49
10;10;20;10;0;30;3,000000;38;50
10;10;20;20;0;30;3,000000;38;51
10;10;20;0;10;30;3,000000;38;53
10;10;20;10;10;30;3,000000;38;54
10;10;20;20;10;30;3,000000;38;55
10;10;20;0;20;30;3,000000;38;57
10;10;20;10;20;30;3,000000;38;58
10;10;20;20;20;30;3,000000;38;59
20;10;20;30;10;20;3,000000;39;40
20;10;20;10;20;20;3,000000;39;42
20;10;20;20;20;20;3,000000;39;43
20;10;20;30;20;20;3,000000;39;44
20;10;20;10;0;30;3,000000;39;50
20;10;20;20;0;30;3,000000;39;51
20;10;20;30;0;30;3,000000;39;52
20;10;20;10;10;30;3,000000;39;54
20;10;20;20;10;30;3,000000;39;55
20;10;20;30;10;30;3,000000;39;56
20;10;20;10;20;30;3,000000;39;58
20;10;20;20;20;30;3,000000;39;59
20;10;20;30;20;30;3,000000;39;60
30;10;20;20;20;20;3,000000;40;43
30;10;20;30;20;20;3,000000;40;44
30;10;20;20;0;30;3,000000;40;51
30;10;20;30;0;30;3,000000;40;52
30;10;20;20;10;30;3,000000;40;55
30;10;20;30;10;30;3,000000;40;56
30;10;20;20;20;30;3,000000;40;59
30;10;20;30;20;30;3,000000;40;60
0;20;20;10;20;20;3,000000;41;42
0;20;20;0;30;20;3,000000;41;45
0;20;20;10;30;20;3,000000;41;46
0;20;20;0;10;30;3,000000;41;53
0;20;20;10;10;30;3,000000;41;54
0;20;20;0;20;30;3,000000;41;57
0;20;20;10;20;30;3,000000;41;58
0;20;20;0;30;30;3,000000;41;61
0;20;20;10;30;30;3,000000;41;62
10;20;20;20;20;20;3,000000;42;43
10;20;20;0;30;20;3,000000;42;45
10;20;20;10;30;20;3,000000;42;46
10;20;20;20;30;20;3,000000;42;47
10;20;20;0;10;30;3,000000;42;53
10;20;20;10;10;30;3,000000;42;54
10;20;20;20;10;30;3,000000;42;55
10;20;20;0;20;30;3,000000;42;57
10;20;20;10;20;30;3,000000;42;58
10;20;20;20;20;30;3,000000;42;59
10;20;20;0;30;30;3,000000;42;61
10;20;20;10;30;30;3,000000;42;62
10;20;20;20;30;30;3,000000;42;63
20;20;20;30;20;20;3,000000;43;44
20;20;20;10;30;20;3,000000;43;46
20;20;20;20;30;20;3,000000;43;47
20;20;20;30;30;20;3,000000;43;48
20;20;20;10;10;30;3,000000;43;54
20;20;20;20;10;30;3,000000;43;55
20;20;20;30;10;30;3,000000;43;56
20;20;20;10;20;30;3,000000;43;58
20;20;20;20;20;30;3,000000;43;59
20;20;20;30;20;30;3,000000;43;60
20;20;20;10;30;30;3,000000;43;62
20;20;20;20;30;30;3,000000;43;63
20;20;20;30;30;30;3,000000;43;64
30;20;20;20;30;20;3,000000;44;47
30;20;20;30;30;20;3,000000;44;48
30;20;20;20;10;30;3,000000;44;55
30;20;20;30;10;30;3,000000;44;56
30;20;20;20;20;30;3,000000;44;59
30;20;20;30;20;30;3,000000;44;60
30;20;20;20;30;30;3,000000;44;63
30;20;20;30;30;30;3,000000;44;64
0;30;20;10;30;20;3,000000;45;46
0;30;20;0;20;30;3,000000;45;57
0;30;20;10;20;30;3,000000;45;58
0;30;20;0;30;30;3,000000;45;61
0;30;20;10;30;30;3,000000;45;62
10;30;20;20;30;20;3,000000;46;47
10;30;20;0;20;30;3,000000;46;57
10;30;20;10;20;30;3,000000;46;58
10;30;20;20;20;30;3,000000;46;59
10;30;20;0;30;30;3,000000;46;61
10;30;20;10;30;30;3,000000;46;62
10;30;20;20;30;30;3,000000;46;63
20;30;20;30;30;20;3,000000;47;48
20;30;20;10;20;30;3,000000;47;58
20;30;20;20;20;30;3,000000;47;59
20;30;20;30;20;30;3,000000;47;60
20;30;20;10;30;30;3,000000;47;62
20;30;20;20;30;30;3,000000;47;63
20;30;20;30;30;30;3,000000;47;64
30;30;20;20;20;30;3,000000;48;59
30;30;20;30;20;30;3,000000;48;60
30;30;20;20;30;30;3,000000;48;63
30;30;20;30;30;30;3,000000;48;64
0;0;30;10;0;30;3,000000;49;50
0;0;30;0;10;30;3,000000;49;53
0;0;30;10;10;30;3,000000;49;54
10;0;30;20;0;30;3,000000;50;51
10;0;30;0;10;30;3,000000;50;53
10;0;30;10;10;30;3,000000;50;54
10;0;30;20;10;30;3,000000;50;55
20;0;30;30;0;30;3,000000;51;52
20;0;30;10;10;30;3,000000;51;54
20;0;30;20;10;30;3,000000;51;55
20;0;30;30;10;30;3,000000;51;56
30;0;30;20;10;30;3,000000;52;55
30;0;30;30;10;30;3,000000;52;56
0;10;30;10;10;30;3,000000;53;54
0;10;30;0;20;30;3,000000;53;57
0;10;30;10;20;30;3,000000;53;58
10;10;30;20;10;30;3,000000;54;55
10;10;30;0;20;30;3,000000;54;57
10;10;30;10;20;30;3,000000;54;58
10;10;30;20;20;30;3,000000;54;59
20;10;30;30;10;30;3,000000;55;56
20;10;30;10;20;30;3,000000;55;58
20;10;30;20;20;30;3,000000;55;59
20;10;30;30;20;30;3,000000;55;60
30;10;30;20;20;30;3,000000;56;59
30;10;30;30;20;30;3,000000;56;60
0;20;30;10;20;30;3,000000;57;58
0;20;30;0;30;30;3,000000;57;61
0;20;30;10;30;30;3,000000;57;62
10;20;30;20;20;30;3,000000;58;59
10;20;30;0;30;30;3,000000;58;61
10;20;30;10;30;30;3,000000;58;62
10;20;30;20;30;30;3,000000;58;63
20;20;30;30;20;30;3,000000;59;60
20;20;30;10;30;30;3,000000;59;62
20;20;30;20;30;30;3,000000;59;63
20;20;30;30;30;30;3,000000;59;64
30;20;30;20;30;30;3,000000;60;63
30;20;30;30;30;30;3,000000;60;64
0;30;30;10;30;30;3,000000;61;62
10;30;30;20;30;30;3,000000;62;63
20;30;30;30;30;30;3,000000;63;64
